id,fullName
920,MMC Independent
921,UGC
922,Bait Films
923,Pfilmco
924,Beat
925,Martien Holdings A.V.V.
926,Background Productions
927,Walking Pictures
928,Millenium Pictures
929,Pendragon Film
930,Cinequest Films
931,Vertigo Productions Pty. Ltd.
932,BET Arabesque Films
933,New City Releasing
934,Anime 18
935,Nancy Tenenbaum Productions
936,West Eleven Films
937,InterMedia Film Equities Ltd.
938,Stanley Kubrick Productions
939,Chaiken Films
940,Degeto Film
941,BSkyB
942,Parallax Pictures
943,La Sept-Arte
944,British Screen Productions
945,Cinart
946,Filmcoopi Zürich
947,Alta Films Productions
948,Road Movies Filmproduktion [de]
949,B.I.M.
950,IMMI Pictures
951,415 Productions
952,Groove
953,DeLaurentiis Productions
954,HAPPY CLOUD PICTURES
955,MFP
956,Klasky-Csupo
957,Heritage Group
958,Tricor Entertainment
959,Providence Entertainment
960,Triple Axel Productions
961,Alan Sacks Productions
962,Rézo Films
963,Turner Entertainment
964,Cinetel Films
965,SNL Studios
966,Pacific Pictures
967,Medusa Produzione
968,Yashraj Productions
969,TF1
970,M6 Métropole Télévision
971,Dream Entertainment
972,Michael/Finney Productions
973,Sans Contrefaçon Productions
974,Josy Films
975,Bel Ombre Films
976,Mosca Films
977,Montecito Picture Company
978,Screen Artists
979,Front Street Productions
980,Smokin&#39; Dawgs
981,Vrijzinnig Protestantse Radio Omroep
982,Pieter Van Huystee Film and Television
983,Plum Creek Road Productions
984,DOS
985,Swanford Films
986,Reperage
987,Baliverna Films
988,Harold Greenberg Fund
989,Vandy Productions
990,Majestic Films
991,M&amp;M Productions
992,Black Forest Films
993,Poetiche Cinematografiche
994,Schlemmer Film
995,A Wandering Star
996,RAI Radiotelevisione Italiana
997,Union Générale Cinématographique
998,Septième Production
999,La Fiera Corrupia
1000,Live Home Video
1001,Vampire Hunter D Prod. Committee
1002,BMG Funhouse
1003,Softcapital
1004,Goodhill Vision
1005,Télévision Suisse-Romande
1006,Procirep
1007,Arena Films
1008,Arcade
1009,Cofimage 11
1010,Office Fédéral de la Culture
1011,CAB Productions
1012,Paris Brothers
1013,Mad Guy Films
1014,Les Films A4
1015,La Sofica Sofinergie 5
1016,La Procirep
1017,M6 Films Production
1018,Canal
1019,UGC-Fox Distribution
1020,My Five Wives
1021,Alicéléo
1022,Showtime Pictures
1023,Rainforest Productions
1024,TLA Releasing
1025,Hearst Entertainment &amp; Syndication
1026,Working Class Pictures
1027,Mindz in Action
1028,MIA
1029,Big Ones Entertainment
1030,Branti Film Productions
1031,Cockamamie
1032,Ariztical Entertainment
1033,Tollin/Robbins Productions
1034,Red Letters Inc.
1035,Blinding Edge Pictures
1036,Captured Productions Inc.
1037,Nitelite Entertainment
1038,De Passe Entertainment
1039,Redwave Films
1040,Mass Productions
1041,Bellwood Stories
1042,TiMe Film- und TV-Produktions GmbH [de]
1043,VIP
1044,Baltimore Spring Creek
1045,Bayahibe
1046,Peoples Productions
1047,reVision Films
1048,Wey-Man Productions
1049,Revolution Films
1050,Grosvenor Park Productions
1051,DB Entertainment
1052,Echo Bridge Entertainment
1053,Pathfinder Home Entertainment
1054,Opera Film Produzione
1055,Neal H. Moritz Productions
1056,Lost Soul Productions
1057,Kushner-Locke International
1058,Super Channel
1059,Chum Television
1060,Galafilm Productions Inc.
1061,Nunhead Films
1062,Via Rosa Productions
1063,Epsilon Motion Pictures
1064,Riche-Ludwig Productions
1065,Howard Rosenman Productions
1066,PCH Films
1067,FilmNext
1068,Montrose Pictures
1069,DNA Pictures International
1070,Okulitch-Pederson Company [ca]
1071,Suspicious Films
1072,CITY-TV
1073,Burns Films
1074,Alberta Foundation for the Arts
1075,The CFCN Production Fund
1076,Canadian Television
1077,Canada Council for the Arts [ca]
1078,Unknown
1079,Partizan
1080,Beverly Detroit
1081,CBS Television Stations
1082,Studio Canal
1083,Cheyenne Enterprises
1084,Empire Pictures
1085,Lotus Pictures
1086,Outrider Pictures
1087,Collins Avenue
1088,Deadly Films 2
1089,National Film Board of Canada
1090,FilmBuff
1091,Trancas International Films Inc.
1092,Nightfall Productions
1093,Samuel Goldwyn Production
1094,Sonet Film AB
1095,Citadel Entertainment
1096,C.M. Two Production
1097,Hearst Entertainment Productions
1098,Viacom Productions
1099,Spanky Pictures
1100,Apostle Pictures
1101,Pariah Films
1102,Random Ventures
1103,Edgewood Entertainment
1104,Lightburden Productions L.P.
1105,Hell&#39;s Kitchen Films
1106,Jovy Junior Enterprises
1107,The Kushner-Locke Company
1108,LionsGate Entertainment
1109,Full Schilling Investments
1110,Snakeman Productions
1111,Indigo Films
1112,Roof Top Entertainment
1113,EIS Production s.r.o.
1114,Becker &amp; Häberle Filmproduktion
1115,Raajkamal Films International
1116,Unified Film Organization
1117,Wilshire Court Productions
1118,Dreamz Unlimited
1119,East Side Film Company
1120,The East Side Film Company
1121,In Extremis Images
1122,Emby Eye
1123,Sarabande Productions
1124,TNT
1125,Banner Entertainment
1126,Meanwhile Films
1127,Paramount Television
1128,Tapestry Films
1129,Hang Phim Truyen
1130,Bandai
1131,José María Lara P.C.
1132,Albares Productions
1133,Sur Films
